งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
17 ธ.ค. 2558,4.5962,4.6077,4.6951
18 ธ.ค. 2558,4.611,4.6236,4.7101
21 ธ.ค. 2558,4.6071,4.6214,4.7072
22 ธ.ค. 2558,4.598,4.6141,4.6958
23 ธ.ค. 2558,4.5955,4.612,4.6946
24 ธ.ค. 2558,4.6027,4.6167,4.701
25 ธ.ค. 2558,4.5956,4.6113,4.6977
28 ธ.ค. 2558,4.5985,4.6155,4.6988
29 ธ.ค. 2558,4.6039,4.6194,4.6992
30 ธ.ค. 2558,4.6003,4.614,4.7018
04 ม.ค. 2559,4.6037,4.6204,4.708
05 ม.ค. 2559,4.6076,4.622,4.707
06 ม.ค. 2559,4.6142,4.6285,4.7104
07 ม.ค. 2559,4.6259,4.6428,4.7252
08 ม.ค. 2559,4.6152,4.6309,4.7104
11 ม.ค. 2559,4.6203,4.636,4.7176
12 ม.ค. 2559,4.6197,4.6324,4.7189
13 ม.ค. 2559,4.6165,4.6331,4.7133
14 ม.ค. 2559,4.6199,4.634,4.7187
15 ม.ค. 2559,4.6097,4.6266,4.7098
18 ม.ค. 2559,4.6023,4.6184,4.6994
19 ม.ค. 2559,4.5915,4.6075,4.69
20 ม.ค. 2559,4.5836,4.5977,4.6833
21 ม.ค. 2559,4.584,4.5976,4.6856
22 ม.ค. 2559,4.5725,4.5878,4.6784
25 ม.ค. 2559,4.5637,4.5793,4.6607
26 ม.ค. 2559,4.5573,4.5702,4.6594
27 ม.ค. 2559,4.5444,4.5598,4.6416
28 ม.ค. 2559,4.5434,4.5588,4.645
29 ม.ค. 2559,4.5352,4.5485,4.6353
01 ก.พ. 2559,4.5297,4.543,4.6265
02 ก.พ. 2559,4.5253,4.5392,4.6231
03 ก.พ. 2559,4.5383,4.5521,4.6368
04 ก.พ. 2559,4.5142,4.5295,4.617
05 ก.พ. 2559,4.5131,4.5269,4.6132
