งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
14 ส.ค. 2558,0.4836,0.5039,0.5751
17 ส.ค. 2558,0.4899,0.5069,0.5779
18 ส.ค. 2558,0.489,0.5048,0.5829
19 ส.ค. 2558,0.4755,0.5028,0.5815
20 ส.ค. 2558,0.4779,0.5023,0.5811
21 ส.ค. 2558,0.4808,0.5032,0.5801
24 ส.ค. 2558,0.4788,0.5043,0.5718
25 ส.ค. 2558,0.4658,0.4941,0.5705
26 ส.ค. 2558,0.4799,0.5006,0.5764
27 ส.ค. 2558,0.4808,0.5029,0.5735
28 ส.ค. 2558,0.4791,0.503,0.5732
31 ส.ค. 2558,0.4717,0.5,0.5759
01 ก.ย. 2558,0.4833,0.5031,0.5706
02 ก.ย. 2558,0.4806,0.5036,0.5727
03 ก.ย. 2558,0.485,0.5045,0.5755
04 ก.ย. 2558,0.4815,0.5046,0.5736
07 ก.ย. 2558,0.4803,0.5035,0.5728
08 ก.ย. 2558,0.4695,0.5017,0.573
09 ก.ย. 2558,0.4821,0.5035,0.5765
10 ก.ย. 2558,0.4853,0.5071,0.5749
11 ก.ย. 2558,0.4882,0.5071,0.5764
14 ก.ย. 2558,0.4834,0.505,0.5763
15 ก.ย. 2558,0.4872,0.5062,0.5747
16 ก.ย. 2558,0.4836,0.5044,0.5745
17 ก.ย. 2558,0.4843,0.5048,0.5736
18 ก.ย. 2558,0.4758,0.5029,0.5731
21 ก.ย. 2558,0.4844,0.5068,0.5741
22 ก.ย. 2558,0.4859,0.5118,0.5793
23 ก.ย. 2558,0.4904,0.5127,0.5822
24 ก.ย. 2558,0.4888,0.5127,0.5779
25 ก.ย. 2558,0.486,0.5109,0.5822
28 ก.ย. 2558,0.492,0.5133,0.5787
29 ก.ย. 2558,0.5021,0.5175,0.5812
30 ก.ย. 2558,0.4895,0.5158,0.5817
01 ต.ค. 2558,0.4876,0.5139,0.5834
02 ต.ค. 2558,0.4921,0.5187,0.5904
05 ต.ค. 2558,0.4959,0.5213,0.5937
06 ต.ค. 2558,0.4923,0.5197,0.5898
07 ต.ค. 2558,0.49,0.5155,0.5865
08 ต.ค. 2558,0.4904,0.5151,0.5847
09 ต.ค. 2558,0.4841,0.5117,0.5841
12 ต.ค. 2558,0.4873,0.5114,0.5806
13 ต.ค. 2558,0.4813,0.51,0.5801
14 ต.ค. 2558,0.4808,0.5074,0.5843
15 ต.ค. 2558,0.4797,0.5045,0.5799
16 ต.ค. 2558,0.487,0.5076,0.5761
19 ต.ค. 2558,0.486,0.5074,0.5766
20 ต.ค. 2558,0.4811,0.5063,0.5787
21 ต.ค. 2558,0.4837,0.506,0.5771
22 ต.ค. 2558,0.487,0.5104,0.58
26 ต.ค. 2558,0.4863,0.5121,0.5754
27 ต.ค. 2558,0.4845,0.5114,0.5808
28 ต.ค. 2558,0.4837,0.5073,0.5767
29 ต.ค. 2558,0.4878,0.5119,0.5818
30 ต.ค. 2558,0.4898,0.5092,0.5772
02 พ.ย. 2558,0.4826,0.506,0.576
03 พ.ย. 2558,0.4856,0.5059,0.5744
04 พ.ย. 2558,0.4838,0.5067,0.5731
05 พ.ย. 2558,0.4845,0.5044,0.57
06 พ.ย. 2558,0.4772,0.5022,0.5755
09 พ.ย. 2558,0.4896,0.5062,0.573
10 พ.ย. 2558,0.4788,0.5046,0.5702
11 พ.ย. 2558,0.4816,0.506,0.5703
12 พ.ย. 2558,0.4866,0.5063,0.5758
13 พ.ย. 2558,0.4874,0.5055,0.574
16 พ.ย. 2558,0.4822,0.5076,0.575
17 พ.ย. 2558,0.4886,0.5088,0.5795
18 พ.ย. 2558,0.4855,0.5065,0.5769
19 พ.ย. 2558,0.4878,0.5079,0.5758
20 พ.ย. 2558,0.4847,0.5051,0.5729
23 พ.ย. 2558,0.4759,0.5034,0.5729
24 พ.ย. 2558,0.483,0.5039,0.5743
25 พ.ย. 2558,0.4809,0.5031,0.5669
26 พ.ย. 2558,0.4794,0.5031,0.5684
27 พ.ย. 2558,0.4791,0.5014,0.572
30 พ.ย. 2558,0.4807,0.5022,0.5703
01 ธ.ค. 2558,0.4847,0.5057,0.5703
02 ธ.ค. 2558,0.4861,0.5049,0.5693
03 ธ.ค. 2558,0.4811,0.5031,0.5692
04 ธ.ค. 2558,0.4806,0.5004,0.5692
08 ธ.ค. 2558,0.4803,0.5029,0.5682
09 ธ.ค. 2558,0.4821,0.5022,0.5737
11 ธ.ค. 2558,0.4836,0.5049,0.5685
14 ธ.ค. 2558,0.4822,0.5039,0.5711
15 ธ.ค. 2558,0.4935,0.505,0.5741
16 ธ.ค. 2558,0.4847,0.5021,0.5703
17 ธ.ค. 2558,0.4837,0.502,0.5763
18 ธ.ค. 2558,0.4849,0.5058,0.5775
21 ธ.ค. 2558,0.4883,0.5127,0.5756
22 ธ.ค. 2558,0.4877,0.5096,0.5711
23 ธ.ค. 2558,0.488,0.5095,0.5746
24 ธ.ค. 2558,0.491,0.5129,0.5789
25 ธ.ค. 2558,0.4842,0.5126,0.5755
28 ธ.ค. 2558,0.4887,0.5139,0.5765
29 ธ.ค. 2558,0.4858,0.5082,0.5805
30 ธ.ค. 2558,0.491,0.5082,0.5775
04 ม.ค. 2559,0.486,0.5115,0.5775
05 ม.ค. 2559,0.4823,0.5065,0.5736
06 ม.ค. 2559,0.4739,0.5048,0.573
07 ม.ค. 2559,0.4747,0.5042,0.5771
08 ม.ค. 2559,0.471,0.5028,0.5764
11 ม.ค. 2559,0.4823,0.5035,0.5789
12 ม.ค. 2559,0.4942,0.5081,0.5744
13 ม.ค. 2559,0.4853,0.5055,0.5729
14 ม.ค. 2559,0.484,0.5052,0.5747
15 ม.ค. 2559,0.4805,0.5026,0.5716
18 ม.ค. 2559,0.4741,0.5015,0.5682
19 ม.ค. 2559,0.4799,0.5019,0.5705
20 ม.ค. 2559,0.4761,0.4999,0.5674
21 ม.ค. 2559,0.4716,0.4983,0.5682
22 ม.ค. 2559,0.4727,0.4985,0.5654
25 ม.ค. 2559,0.4654,0.4935,0.5655
