งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
17 ธ.ค. 2558,-,0.1593,0.1607
18 ธ.ค. 2558,-,0.1598,0.1613
21 ธ.ค. 2558,-,0.1598,0.1612
22 ธ.ค. 2558,-,0.1593,0.1608
23 ธ.ค. 2558,-,0.1592,0.1607
24 ธ.ค. 2558,-,0.1595,0.161
25 ธ.ค. 2558,-,0.1593,0.1609
28 ธ.ค. 2558,-,0.1593,0.1608
29 ธ.ค. 2558,-,0.1595,0.1609
30 ธ.ค. 2558,-,0.1598,0.1613
04 ม.ค. 2559,-,0.16,0.1615
05 ม.ค. 2559,-,0.16,0.1615
06 ม.ค. 2559,-,0.1602,0.1617
07 ม.ค. 2559,-,0.1609,0.1623
08 ม.ค. 2559,-,0.1604,0.1619
11 ม.ค. 2559,-,0.1609,0.1623
12 ม.ค. 2559,-,0.1609,0.1623
13 ม.ค. 2559,-,0.161,0.1624
14 ม.ค. 2559,-,0.1613,0.1628
15 ม.ค. 2559,-,0.1611,0.1626
18 ม.ค. 2559,-,0.1613,0.1627
19 ม.ค. 2559,-,0.1612,0.1627
20 ม.ค. 2559,-,0.1608,0.1624
21 ม.ค. 2559,-,0.1607,0.1622
22 ม.ค. 2559,-,0.1607,0.1622
25 ม.ค. 2559,-,0.1596,0.161
26 ม.ค. 2559,-,0.1602,0.1617
27 ม.ค. 2559,-,0.1597,0.1612
28 ม.ค. 2559,-,0.1601,0.1616
29 ม.ค. 2559,-,0.1602,0.1617
01 ก.พ. 2559,-,0.1597,0.1611
02 ก.พ. 2559,-,0.1593,0.1607
03 ก.พ. 2559,-,0.16,0.1615
04 ก.พ. 2559,-,0.1592,0.1607
05 ก.พ. 2559,-,0.1589,0.1603
08 ก.พ. 2559,-,0.1587,0.1602
09 ก.พ. 2559,-,0.1585,0.16
10 ก.พ. 2559,-,0.1581,0.1597
11 ก.พ. 2559,-,0.1576,0.159
12 ก.พ. 2559,-,0.158,0.1596
15 ก.พ. 2559,-,0.1591,0.1606
16 ก.พ. 2559,-,0.1585,0.16
17 ก.พ. 2559,-,0.1585,0.16
18 ก.พ. 2559,-,0.1582,0.1597
19 ก.พ. 2559,-,0.1586,0.1601
23 ก.พ. 2559,-,0.159,0.1605
24 ก.พ. 2559,-,0.1589,0.1605
25 ก.พ. 2559,-,0.1586,0.1602
26 ก.พ. 2559,-,0.1588,0.1602
